docid	prediction
NuZsOg0Ra8Pu2XyWWxQprg	4
Z3N54RTvmSyINIXb725NhQ	2
JzTko4EF9oHdBdZDAgwwtA	4
R1DTCd9Tt3e18ttzSRutOg	2
sptaJFiMyLo0dpiZWLnTWQ	2
OWwxI9h98wynZJlEc9ow	2
aMXeNrM3IHzx5OYB8uCcig	4
nV5RjbrGBATIcIU2RiDWQ	4
e0PIvIuIe53MTDcyqP8r4A	4
SuBSNQ6jhl624rbysCeoA	4
HcW3RBgGB0wFR2Y6wOoEIA	4
L4HpB6qIzA8ldnKp7AIXcQ	2
fa9v4EBnZIBYOBRxezueg	2
IyiBr7qB1cMSigThUSdA	2
N9hpnKEqymwyum7xmQGw	4
go46wVceAk4axScOOhTTyg	2
Xv9Et18zntQ104WxluHA	2
O1RU40LTpXZbso6ICPCRgA	2
IhojBsq0VbVdQynoupOA	4
YGV82Eb2HBKSWfq11J96Q	4
3KM9IiPrDUgRV39B7Ghw	4
rlPnXR1kaaKth3b7ommHLw	2
UDfAfL1oPOGQP6cH6vQdDg	4
wyLjYm40MD9GOxh86uFow	2
tS7dfmu5KQCH9yKxxEOakw	2
iKNJ7n6UIfDK1wXSGpGlQ	2
hGWY24QRqjtjMGp1nLsg	4
BVltOOuGgQSgoglU7BwyXg	4
HLunJiaAhOlimRQg03Crfg	2
xiTpJZPRH5JDIkEMFdUZA	4
D106L7j1hwhG0pMwOqr7tg	2
uaCzLXB6OXPOLnIQfscc0w	4
ewDkLiEbefAKrx27q2hvVg	2
JSvbn8LS7pgK66sRHem76w	2
wCZjvXkGfUi2Es8t3C5FOw	2
8JZ4MHMFuxJ3DbWwA4Hh7Q	4
EH3slopkKdPUmMGJRpo5A	4
vNgYU5txKTTseVGb51Pw6A	4
D2vfuTncEXblxc0e2tPxAg	2
oEwIk2GiN7yKehY6WfbFw	2
TtbpqpEB3PeA9PtDyy6Gw	2
duA4mfYs4yfOb00kmXtAMw	4
ggFD3lRPZ2Xti6ghr3Pw	2
ZP9k7RCgkwWNMQxSngUF7g	2
Lj491rMa2JPQjoLgmznRA	4
sQ1JjdWlWNj3Pu7bVeYEQ	2
F5fe4jJbVQx1SWjszHgIEA	2
Dc6Kd2K2QmKCl7Tq7EN1fQ	2
Z6vdiH6AMGgktlMIH6b6cw	2
srZZT48nAUMXml3IfZbwA	2
Dy5QJB5lxXmuKmNeIrkHjw	2
7EPKJm7bB6EsW0Ke0lRWKg	2
Z4KbtOQ7E8GZXykJlHhkOQ	4
LIfcD5AQEwLI4dlUq2XjQ	4
wbC6BYZbIt2796RlfXu3ig	2
9CsT9scBkddhQ3dQZqtwOg	4
GwcWVMCQoYket1xMakPP2Q	2
HTTc4zHBiCxc9KOE6ScIwg	4
iyDKyJJdCe75OvVLZztqKA	2
ni367OSy0QI1swsn0Zx6xw	4
8e6yQa0N8MUzwvx4qQchvA	2
XQtWUQma0h7MDvjPAdFixA	2
1jkTrdBLs0guW0Fp8pFug	2
vog7v7tWnqeJFkSLc29Xmw	2
zUEvvP260HQt6T9IXD2ysw	4
HJDuopG1z5lEA5awZOF2g	2
nPCfcMdnSDGN9K11LERA	2
O6OcNhiYShti7nhV1oIPA	2
IPOuWP345HKVOnsgP1JA	4
vDDcqkSvd4uLfYhLPjDYSg	2
y8ewo9g482eeyHiFJaIDQ	2
aNE1rIkvjYKmPCcJaKpEfg	2
BFPOpfm2m2drkRyXfBtNkQ	4
JVARBJy8TK0TOhAtaGFqw	4
scGA32gr4ggIpDXTpJY7zA	2
dvQgO5pl7ejkfAK9ebu0A	2
lGKDBSjJtsHzv76j09SgmQ	2
AAaV77HJ7xsaJNu48QZeg	4
UYCU5k96PQy1zQJvrshkoA	2
Em8sbMG1CUvWNx0YdrirEQ	2
dwpCNCR1YztEu65nHGfA	2
qdzrS3z64w411MyPuQLM6w	2
nZF5W7gk3Rplnwy2pKMxA	2
SZSdsuZgkg1oPSjRwD2A	4
ubT6ysDbbMfUgAYwsSkcAg	4
IhiGKvDejDdpALGdkSYjEw	4
NiJ8Wr9gI05HQkkLWmtyA	2
JjcmxeKgJuN9coGFsrNQ	2
ueEb6mj8v0LW1wXN0Q84hQ	2
wt0DUiTnpuarRscTDzaw	2
CUYrWow6IPKCqaYjMuPo3A	2
TiNwK9Ih03ao7CWX1jsx1Q	2
YObO9LpUEKKa5f7JbslZA	4
Oiv56m8LRRUb3UeBgy2CtQ	2
SkzqD2Y4NAckw6qPTD9jmQ	2
bgSbJAUFR2pkomlyeNPs7Q	2
TbrhLthiQjtHl6dmNQGg	4
8CDcF9tEMlFS7azTY4Xykw	2
hbtBe5wQni4SnGQ3s3R0Pg	4
eC14f1bfGyOsfooV7JgEIA	4
H8tJzQez27NrXi8BgMIVQ	2
wyz4iPM5piksfVvfRNfTw	4
q5MfoZBbMyKOQ65LLBPA	2
5cBSYqoWECng0bYuFZ8Ag	2
VzxXjdQZsJiBStVkpZXRow	2
6VcD0r8mupmidnLj0kC4Ww	4
YLkURKZR0iCg02N3oWNlw	2
ysFDilVLGQuG70Ygh2BHA	2
tibCeu86FRHWhUPbDbXhA	2
Zi6KcncWb2CzK23nU7Djpg	2
YTVZsNjwvzZV03AuynQaA	2
yIRox5fnY3oYe5RqywZTVw	4
sg2uQQykd8WlNekAqd6cmQ	4
hT9PE5ZeCxtHlgaYZfBRw	2
DH6v6Xm8iiSJIg3XHhJAsw	4
HTIM5HlFR8uHjBYoQdYO0g	2
27M4q01s1Q9O8JI53xzfyw	4
13hEpFRpsteqUSoY9IvQ	2
mQhjLYXSvfRmf8TfnXQSGw	4
xXIFkcW94YRI1pLNsWQcw	4
GJ7rGnza0a9iYRMevStQ	4
a11KoOgODLrLWSJqK7muxQ	4
GoNOlg56R2BqNDnpjH9lg	2
YbZ1oIapAr4VpRBPIPoww	2
tEtEr9coD6xxWGvxQYM0iA	4
nto0a0U7Twg3ylEI6PYVGg	2
NMoRcZTRL9Iqj9DRmzzmPw	2
1TY4XwHhXOy9IYnCFY1rFg	4
dsEuHryAAmA4XzhTDDUzYQ	2
Y3GL3cDkhLnDR6HDktHng	2
oUWuseNa2G4Dk9Li3DX0g	4
jLgZQ5XPQROD92zT5065gQ	4
lDs5DKJXaA9HxFNU4TCX2w	2
1OsrCY3B44YK19bPcONTLQ	2
lIWWnN7vGUSskj48oiX9CA	2
ODwNyToeV2iNkyITRaA	2
GfguBLTGqORdURC9mWVWw	2
q4Rk7clGEHrAloEoLVoKw	4
dGvvlPNVWJkulTIEEawxA	2
lPjiFWAVhm41NHI14ChTw	2
ze463v4XISk5VRtk883CkA	2
OvwWTeHskkXvS8AlINtJ4A	4
WjdxZn9l9ZbPE8nuj3g	2
4zWQ4g3kRzUyXDAGlGkraA	4
nB62qYyHb0fH7RGw9YlPA	2
nfxLl86rOaWiNAOBlmsbbw	2
7DEEDhkUPEOA7z47uiuo3A	2
9V9sySFGaiWicicUUJSUKQ	4
GV61MFTHRfldL9nw77H0g	4
eqyXzuhS8f9pnrcvD0EAA	2
wMukYDHvWpXGuCOlLazw	4
HxbQKZkNdOyobODl3ZbTA	2
Navh6BOoKy6eYPucTUaenA	4
fFGD878OLEmcz5xxHyXuFg	4
yJORbIQg1vgJ230u3mJUiQ	4
ewyF7EOnTlDNGoirRkAOA	4
zP1MttmJMKpd8d7Aeng	2
WHXOnLKKeqfiAkmReWRqJQ	2
mFwiOfhKwao3cOVHL1wSw	4
8KCnY3Yn0Yiz2E4Zy8Jzw	4
zBYRuwtgUxz0Z5Ki8AbQ	4
BvOGbnAWwdFiODxpumcwSw	4
T72Bg8sngpU6xCC7OXLhYg	2
UmfuSc91O2IesIXxPwayMA	4
6CafHKSyFm5jXVerfXMkzQ	4
PqEQ9JEd7biI9Tulw4oY2w	4
Bivgb2LTQ4Rbhg4u5muKNQ	2
or4IXdj6jlY8vODeZ0kmg	4
G9wBBqiu6op90GZozaguw	4
8t0bQlptu3F2KVjqPNEVQ	2
1vSVsDlZwM8gcXX0lnJX0A	2
g1GjFP2XLo2RElBxC0s0w	2
7mKtHRXfUl6EXly43fm4rg	2
pk4NEMcORiTKIu175E23rw	4
oIFKPspHMI9CczptoBvqQ	4
o15Q593iNa3yKSS9tx4UwQ	4
cEBEIELuOJzvohoKulU2w	2
dgHYSAxAYxUAhAQLkLtBg	4
ekCU9HkZZhBb7iZLYvW3w	2
olkZULcCO0uHQYUTEqUkw	4
H7SuJVeD6jAkvjXCJJVA	4
BJHtwY2rBRtk9vxV9PMYKg	4
3zEXDAEPaLCJOWgMTpqqyg	4
WwkpQ9ZGKGRYoekmdFePng	4
e52Wf1yu0gprsvPJ7noFeA	4
V304utXrKqfOSi51W7O7bg	4
9bFXFotlTm2eun107fg	2
LZ1Ol9tGNkCOknLKuFZlCg	2
8OzJsjwWdmjDNdsTNY522A	2
Vh01xcWYK4cH9MN3Nx1ZA	2
8xkjKoudDjJAAjUQ4mp0tQ	2
xVUX9mnjwHxN4u8ruec6g	4
RwaUSwhurwjm8vX9EYvOGQ	2
NrxyuuAc2oWcgFhpChDOxQ	2
tn25XEnwjuI4guOtXoshdw	2
WAq9OcHxIq3jJuIbd8EafA	4
q3c6Yf4x31rhpiCPAH04Uw	2
RFwfnJrURSlvvgXX61StNA	4
Ozi4tjQGY4qF19CGCA5LsQ	4
IymCUlZgXXkvPwZFylnquA	4
4eMmtWxYPdUMbrLCrZxEA	2
KxkjQP3RsqoGt6LVEWFVw	2
Bv6Ceep6BuE9vVKaaxHzg	4
isJtzQRbLuV5tLqmNsHKsw	2
uU8FdBCB6Y7VpXIWgRdgng	4
fYkgh8WlvLzKvdtNyvQA	2
PJItMAgkGRjgm0gm0pC9Fw	2
UbGoV9wtBvLdFCQFQYdwA	2
lgbOffVAQM5YepOx9fomw	2
OBFHep1gsFLbpPZqtPNFpg	2
HCd0C1kEeREQRxyGDsdwyA	2
fnZwKkfjqjxMZqfNG2OCqw	4
f1nj2S5NCYH0e0pQ0Cgkrg	2
aia5ELBiR8JnmYkAkXu4LQ	4
vIEXv7cPBAUSImOqZ6s4Q	2
r0dW9M8QPc9E4u6RtePeA	4
W6TGRqpaKofwHt5Ag4KQ	2
wOgIcAWn2ioLl3PP1rY5g	2
cxBLK9Wgbub6T9ZvCwCWsg	2
VLXYGod7DHneGXDYXROCGQ	2
T3e4kSaPVfox0HkOwRQCw	2
nWEkDXiIEt0z4U5Jg0gDQ	2
KtEqxMRPfYzelfbRCV02cw	2
u6KuiGhksxhPjPr3MJ9yqg	4
UzWF7YfJCf90by01YKuSNQ	2
SJGin10pjFzpSLk15VA3Vw	2
fk8zZyiLJ2rfOGxPIxDUOw	4
SDOhjelXslDgeCEiDBmQ	2
sHb04R2gXLxpVtQ5BHmA	4
KX1fBcexjVhB2r3ETTfzg	4
Wf1DzvxtHkMvQvWm96oFA	2
4XvR3c1P4ASfSoBkJedDA	4
XcXI7vX2MQysn8yfohr81Q	2
kKRqZHXCrxoBwW4ujLHw	4
86mIv7MBMKEhXtQ50ryyw	2
mNDCETnQmXjAMJZsvJPesA	2
3wOSOnkQtLf0w8sbBNw	2
MxVYRXz4sYhuluDE0UIlw	2
VXoOTN61NPH7E4OmMhMIeg	2
2t9R3nzNXgzP3J9nDltBLw	2
dyku5iDaiFPgTD6xIUtvA	4
i8GWOEV4EQpDRHPTwyCjbA	4
iitQsDdgiBBu9j5WtfUrQ	2
r9GiZFoDCd2IjJVmDEidw	4
7Ny1ywP1JakM1MqBuWtQ	2
m4skonORqv1D2sBWcWEYw	4
dTFr8lCJwZVDWOxv4aSTbA	2
9RiykgCFk9NGP62NOqpZXw	4
ZxD23Lsos8jdxDnfhpYrw	2
wBfLRxYOnq1rnFkeiAr0TQ	2
BjIR0v7vN0KmFiuWyUJZjQ	2
P8jcFfC5YCOzkoTTVQAJFQ	2
L1lM4L7RRkOwdx6bjxbAKA	4
pTJzkjMzdmBf7HJAV3FPcg	4
be7pwES4vZkeD5hHCGLXA	2
xp8lkjPolLwA0HXLfRf0wQ	2
7oVwQgoSzLWOEIek3IQ82g	2
gWHTpl3REghqiSFGRTtUNA	2
O45mWcZwxQc8jfRxeZ6FSw	4
zadWar96USu6pDXTLDHKg	2
HBMJ8c8LCeiuKZ6kOcqXQ	4
aMLVs7GNMaCHUuwevNJZSg	2
4KMhX8herbyq8pOwajkQA	2
YNzyhVkp4EYlXr123REg	2
Tl2HN3bOKOPpvZQJ7vGjw	4
aU8br1NfiMQG1LLTLmKA5A	4
VzbOlIS1m2o0A9KWNi9lQ	2
oMn9FBEugtdGqKhtnuhDqA	2
fUeEQV6V5OGZaLOEjDzQEg	4
hTPYwIyaFYQHlAPANtOpdg	2
atRKMjEPtF2YacGPe9gTYQ	4
j1v9RPXdEhNpc66hiRw	4
Mn2ibj4HlLa0VHvw6aB8jw	2
9J9YTq8TPsOlRErey1mAg	4
BSkYL2GpyZX4b7QViIibkw	2
SpC9s2az7KF3nGCXKzMjkQ	4
O3fWLR8I3ZAsWGqXA89QZA	4
alygwgunL5FUrha4rN067w	4
dKYmyuJqSwbQQ6LrPHWEA	2
dzSyFEeptnEbjVE5HwQVbQ	2
VDR8vijpcoblm2SlhKjZg	2
uJOlVHw484ssnx2ww87XQ	4
1yLiXecdpf4VbXPJmPo9g	2
u2ymFr9KthTpUDKOi8JLsw	4
b5XR5Ce6F2vi6Ftf0BtwQ	4
9bJY7WZcSUZYCngRybkhDA	2
Ctx9Npt6Z2sbBBEeQiMzNg	2
xW77irOciIdJl8Fh61h4fg	2
piRZdTELebEEaNnT2PpJg	2
jBaClWyRUOAQXFeRMlB0Lg	4
fOkLbJEuYjjtjmlCzTGbwA	2
KV4a1jQnu85TZvb9qwYiQ	2
tmnp51XmtMzOkE0tVyncg	4
uP44p1p26fppzzViBg	2
CfzorUtWPOGTpZ2GeYpjEg	2
gANicZL0X9dSdYsZ0kQw	2
i9gnajDmTBMXtIulih7ATw	2
TgDWaEwr3Bwh16XgvcdFjA	4
dPtbLtgpswsoIfuUvueJ3w	4
ri0luquHzgjoE9x5jADcA	2
GHkgcOkEAYLBbVJBqV2SA	4
spA9jhm3vk85dFQAIrVw	2
K2Jpujbijajcdmh1t6CQ	2
hOffbjSyRUvanxkyp1msPg	2
JNmcoI6KLQiXB9FEEKHXA	4
byf3RTAjImLgj20CbHhgA	2
Vd3gKTknKgwD4wUgyCbXyA	4
hSQKZfn2zDBEER2hVLecw	4
t5Zw01yhcdy2C8jOOFN0g	4
GOdioVtR7Cg1MZQDZK5WA	4
hpqaQWP17NSg25tQH5DMnw	4
TeVP3xtaihgij44WKQzNQQ	4
nepzZXhFhmduArfv2zQiBA	4
PEjU830q67iNGh6EqIbujQ	4
6baVKLRLqDJLLf3boTJQ	4
Bk986doREYy0lKpOm245g	4
BMBYsk0usUXZERXQeePy0g	4
PQJk0XP4KzKjHhq4mfew	2
PvLejp1bhcSEpSXhHyGcOg	2
DUNq3b4WoJYndA5qucWsIQ	2
joY1AuUNjx0sVXa1ka13eg	4
DalVifBNIXPq07695ltg	4
xkDmJJ5Dxv9vPJnbsjhqjw	2
eofwyGnc2oQm6tZNZ8Xztw	2
ym8uE89uCLsGj5Pd0abMUQ	2
7p2UjvhWeJ7m4ABdloxQ	4
zGivPpMYdpnsQd5CfAitIw	4
4axui8GqGfFayL1PsM2GQ	2
oBZH60QVzOUQwBzXoZcFpQ	4
1uHacIfmAmxeQJPG2NOnFw	4
T21X0KrZsq2apH7r9G6qA	2
OhwS6oqCaC9LJepk0Cb5AQ	4
EgaCB24KQ1esBMf4ihgVog	4
KZ3a2F10P2slUtsBagNnQ	4
4p7Zm9NrSwTlQzIVVwpCSA	2
BLPtZKTu0LoSAavquHuzwg	2
5fXLXUqyOMZpgEDoPECMQ	4
XYF9uhAZ22nNXwZlklqtQ	2
LmsZpW4QVPDgufKObor7qg	4
xitevYmt39bFOeDfNLm0Vg	2
wsL6xjTh8VTpDH1e85pwfw	2
hO0jzxvXhEvkC5MR6c7eRA	2
MYA5nNvd0Xg290eQBtpVxQ	4
cfvIV8ZFrzFtkWYbGRruA	4
VKlb6hFHhfxMRlwrbf5tgQ	2
fBAUnOZjmoBisEGCqVxpAQ	4
rHUgriw9qQc8vUF1e9HA	2
xsbtTYQFLD7NPQSXubN5A	4
WPOWuMj96O2KWDaO85WA	2
g7JUI9pCVwJndWfP4kZmBw	2
sqv8C5n6EeRi3tTNlO1iA	4
QIcjSE003SrPvF8kZ12dw	2
fek4kWHixwoBDzEkujmANQ	2
dc82VDmn8x7Ysy95S9eA	4
KuFWYXLkrJihsFTORQUOag	2
KoBUDB8eFFb1nQBPOcSg	4
hJ6QkMogPTmlDJJAIxN9kQ	2
COdAhRRywyqMEXWVXWEKA	2
Or00rixJRVLcNWLy6SzsYw	2
xTIur3T8wnivrO6yqunBA	2
FDeSur29VGKnbYeo8HIpQ	2
JXq5cvdJWixNc1LuSRP9gQ	4
9qj47nk7fUKIKbzPR01h3Q	2
SCj7hJXRZQfsUq5Yn8yroA	2
eS0hIgz4AFBdk4XuenQT2g	2
tJDNDc26K4s0okFvbE5Tg	2
qZs3rRGfq7aCfVip1nWb0w	4
Rdbh5Djh6nd5C0GDmxHQQ	2
UDEIINpQWi22AjOy8ZaaJw	4
BUcwiCeNU8aqLLP2L31tw	2
mxHPIgDDNLYIJehxxJMyew	2
2un9IDGuSbAZHyoqUAF7tw	4
gbIBN7C7MFJOAStPitnm7A	2
pCf4PyhWiqh2tMzyLXqA	2
UMaTlk7zemZRpuK3vUqyVQ	4
LEf6qYd9yZ86DkTe3FY0w	4
Ic7AUsiris1v6KcdwWYwA	2
fUzgyVnahHaZ3NMy6rjfAQ	2
5FgCdj8VpPbjb9wvDWjTw	4
9L7WHYwkAAZMEbRPNxRtYw	2
VZtVQOLqygjSBJAIizPw	2
IyzEYXpk3IPfqwsLdhF3g	4
U9O7llVAwsO3cWit4mgFg	2
1tnZCptLtg0DkWXJR35DNw	2
v5ebOPbgTUcMEsLRlYBHsA	2
vNbSNV4TIWVDe93jYhtJg	2
R26jQ9xBU8tk9j3ysLI7g	2
1YlSr6sIoUayBBbCj2SDoA	2
EYBOwMvwfAfHuUckEdtg	2
TCpddZDN2qbzyf5xDsC3Q	2
Uu5YBYjGRbsAeshoSSg	4
r7nRiQKNyAKFAMYsrY0ADw	4
DIDjSBbpb0WbSgeY3xGjoQ	2
UdtVdMzOKY8lbNIov0mRTQ	2
si0sW5RO87DEB6h5KWD8kA	4
IQm25efswknPgrODHdqwoQ	4
CsA8EvlI3W7IwEBaZuv5dQ	2
APYzxQrRfIXoHd8fpveNxg	4
hio3LJN6rexKEvOgI62g	2
6C6urEiMlhGiq4rk9SDDg	4
cMGqiK0wdcSkJfl8wTgnw	2
hz6feLSH7Z0qjvPQOdxtxg	4
JOOmpXpWq9h0n4zc0wO2PA	4
MFhSiGPz3jhQQrM1lm1hQ	4
KhattL95KQ7FYxMoyJaQsA	2
UfNQCARuuPQGvdAGVQWKg	4
YmgNZN3PZk3ewOqUxQaRg	2
4ZZ1dxSbrxACnFKszS3aQ	4
dMYSSRYZgGOiS5sETnfA	2
dCGlYnXk1pMb97S8hNQinQ	4
LOzznyzgmD9EFsF3gG0Hdw	4
tOGn7ftqt0oI98vthzJQw	2
UQWNtjFqy8CptW2J1yyJaA	2
mHLF9ViJ3EV84I1RDXLeXQ	2
2JBzmUDytzCLwn94xbVaQ	2
ovoC6OUP63MGGPRhxClEw	2
42t141we5g4WTJqzLRFg	2
esT4SZOsJiJcRcMIhDrug	4
xZFLf03hjDirMBQpEa9mqg	2
zhhpfjBMUFR8gkRiIvE7ag	2
ecPqg2ws3GC1n6UhdVEqyw	2
zlUHTgO9XHuNb7zdMRwCw	2
p4y693KDbZ6GIg2hveDA7w	4
fX8ZN7ICSJYakJFDsx9ekw	2
ZwGs4GODFWzXAYiNPcZRw	4
X5QNlyJqgD15jSNBHBHRw	2
ycXWxarFENJMHYz0OHNg	2
HNgpNhQKfSxEuHbQYVlEJw	2
ENWONkT3IcCtrtjfxYPg	2
9ovBjUH31zDH6EOw6mqG0Q	4
2JTTCIWyvnx1O8lh6QUw	4
XloLGabi0x2K0Yi7y7jQA	4
EaWWnxe0XHbUbI66Hh94LQ	2
W6roJpiFjyxonADCMXFpVA	2
1q4qw1NCzgzPSdEAHxlMRw	4
IRpuqveQG159pn8vu0SEEg	4
2ZBIhY405zvsqbZPQM9gsQ	4
OXhSiMqx8kYHvoGrAJwcsQ	4
gKRXYv5EYHhGaZO0cZDaA	2
KIjAPd02JgaJxmCsZOOQ	2
k0BCJ1grw2KIlFd4CsSGlA	2
Q9fTZ4DkKlXUtpyZMvB45g	2
rvZglCSouxYf6h6JS2f24Q	4
ZQYnwqq8dMtIefpD3V03Q	4
KlGCaoSPf9UwwFmYGk02Q	4
d30Z7hSB2kgQo70io8dDBw	2
ScALvkE8wjq0kIQDPGk6A	2
IV7M9jvRolyvyugCJb36w	4
1ooo2wDtpfWPSb3YhJhmNA	2
KHFboETwTSYRynxw1LL4Q	4
W17gtRMP2Bz00vhqxDU3A	2
kh3RSzxRU4G2Fsv5OEZ7w	2
IOE48SEAixWcGhDcReUMQ	4
v8Mf5pX0O6iyKzj3zK8wA	2
6pBSF4ug0GyKL7cBZr7w	2
ZkywVNBCpVXvYUXFMPF8lQ	2
gVvDLKqbIVboBgrdSQBMQ	2
aVm4cJe3BJJ4mQUrnD0KYA	4
kPtoooqdFdc7eg9466udBQ	2
MTr7ULqectlbu5jcYDtmw	4
lb2zowQKQcEDVO7C0NMIpg	2
avS0VDqHB9SMdbsVIsT0A	4
TsNPBD12ZzfwCcsag4A11Q	4
nUw965qWHX5WckDfqVmH7w	2
YZPNqSmndrHFMhP1NjygA	4
KRHxOGMZLjH9ySvz3ynV1A	2
x3rNubhkM4ucsJwXrBD4YQ	2
gCjYlEhjPTsqqS1uK66cA	4
8i90xuIlYzyLCReXxbttsg	2
n3k0arGIkBBsgR3DfMggAA	2
9FO5e1zOi5Gx1cDnSVRQMA	2
0WNNe5SioUVrFF4VzmOnxw	4
SNquWohPtKtbWTnFk6njw	4
3ZTcpeDKiY3F9YUum2FXw	2
Lfh0UbbipxjREStvUPBgMQ	4
iUKzV5mGWkVXGyVggc7v4w	2
t7TevADMSymJE54OiQ	2
dfnVKBomFvCxF4x0y4tFZA	4
sZFHt6DnaHqn75UljdGVRw	2
M6JEyn1LvPd6fnIlwR7A	4
YWkBLcipXZoSqLnL7uviQ	2
VDGwJQ3yilp6rEgAeXaXw	2
pLwGzoSawQob8A62EPcwzA	2
EccoLkNtsxzdQh10KGag	4
TdMOKi0wjAbqKhulWuYlNA	4
fGwtOkk0wEk4HYlPttF6g	4
LR2Z1wxqGgukCvvc3Vjjg	4
s4NqarEV1Cz1GF9ejbf2RQ	4
0r13h6Wf38rJMu6ZcM8LTA	2
E6cRECYxIqBMnQYgAosZA	2
BJci9JuSPYXpvMhJDsFXkw	4
WborPkaniIrcK8p0LrXlQ	2
cneR6mjo3iSc4dKFq4rQ9g	2
qpf17Jr7LQOhqvhEB3wGg	2
kaQUVBzEZJjvcoNEDFmg	2
ICdgfvaw8XiyCBD1DdoFSw	4
wGdGPDD0FsPHVscGuvvBZw	4
u232iHXPaAP9dk005wHA	2
uFBVTEcQs5cqcZp4fpVeqg	4
3K6Djy6in4TJ6ULQE8mSqg	2
jdr51F3Nyv9iG8PY6erVw	2
P8eGivTAuIAX40Z3B6xWqQ	2
hKOubFkA2UcDCvxUlDe26w	4
noW4kJrHdZs92zNk6UqsLw	4
kCnSujtXFCQ5hwWRt151iw	4
JAJPZPBx4WbEbug7YMRVRQ	4
twsfvkCdB5ELsu2gHfvQyQ	2
W0ETIotiBgPua1FeV3YYmA	2
HGD2xeMGGnNArlxYgGXLg	2
JcOHxzBSKbm7EIhDAl8xA	2
GOc4VMAfNZ2bM6dd6Yig	4
7CvxuczeB1gejJwHQBFVVg	2
5F6QX5bEDJ3AxaVaQOPx9Q	4
IbbFwLaCk28TfpSUAXuGzg	2
lljzc5XXVF5TkIpHbqQAA	2
nmRbFHrAPpqp2C8LOTkBMw	4
P1WBJNbgZbSFFId7J2mA	4
6xKIymQMAktqxyZXhE4kqA	4
xFk8TODUdIAMx8ODWhQ	4
NEkqFWEHiqhsvLJayvmacg	4
pRru5Cn2YYnY864tu7BnQ	2
L0o4vmUZuUDIWgviQUHag	2
hU7bvFJ00MUVQrgqyCfeLA	4
Vil0bkeJaGS1vdnygy8wMQ	2
De1m82chFBb6MNJVEgheg	4
eS6oxxChY3Mpi4WSnOwA8Q	2
19gakomcM56fmaN1UtB3A	2
Ls9j5kw4jmO5kdId6eorwA	2
yeH8zfoNN1C4jJIBEOv37Q	4
3OymAJEd6IpxHBdARERWsQ	4
LKGEJqYAtAO0c5IL2uCWqQ	4
ZuiHzbX9jxrlNROPdIJiA	2
wF7n3EDFzwyZpT0KrXrBaA	2
S8ZD6DiIzhESTf7lSHQiwg	4
fwBEcoN5RCJlAIqoQPLGg	4
0alzOt9fo0NEkNOc3spVbA	2
eSH0uEwPMHCWgXNE8I2g	2
FQCRtVd94yMp14hUYd4MVQ	2
WlJxgZgRW8CgAi0BaiQ	2
7PXOeUV1O5Uv4vm8BclJeg	2
5VKXXzhMpX0MwSRUrOA	4
ODsVkXhjoEG4qSftmhcxg	2
leooMKKLnJxqx5BIhTySlg	2
ll7yAqygBbcVVh38n0VNyA	4
K5gqqHqC6NjcCIpbY6JNqg	4
3hTbcZIM8NU6D3ZgJLiELg	2
nV5hNOrnO6yZhUbuVDKSjA	4
GtCCEWOTheI5XwlSSY6S8A	4
UpqQIRxnN7GbRh9XmK6BXg	4
mrRDCaHrHjRCX9inBH9AhQ	4
tsoI21OnZdKv0XVJ6YadtQ	4
RTtqT5LJVAX1EIPkPoCPQ	4
Fwxc7SzJ9yA7IxHYfVrIdQ	2
A1FrBWAJqFiUkDzMXICf3w	4
ngWg9DvhJkouMw4cbvMQ	4
O9ur5I9G86d9xu1zVK9uZw	4
HPbHhaTyCCWEY6HBWyGeRg	4
fvSWtInUCnwazxOWuJYCig	2
jbh3xRO9n1guvQtwTnGdvw	4
qvwmGp9S8yeUJVll6iYeFA	4
Y5HE9Dp3GvuMrYsx632Dqw	2
ZaJchjA20nVZiYd38GzV6A	4
l0zS5tJdC33p9cbIxF5WQ	4
DICvK63eXlRqlRu3jPg	2
xZLGFlB2FGhpB1kcpdOaA	2
qluA9RiZ7xBZMePPsgwRA	2
yYkSLiO6Nxtx4H2Xj2LRg	2
XOMt0fTGgLIUWqnTWnlRA	4
lOgKVNpGxO65S19fLeg5aA	2
QvJKyHnLVCRqYkSgwjDg	4
wHlkwL89aUh18w0rBnggA	4
P7qfgZSld3jJQuQdtGhBg	4
tem6wysSG44VaHzv572vw	2
wKl8HFFGqURVCYi7G2fyg	2
wdOioUbtgiVlrwSWc1jw5Q	2
32n2G3mUgA5Gz2cGA8Hmiw	4
uGlqYs2x4UX7tDeKuo5iDg	2
VSI9wXn8fTddulEeCri8Q	2
Gohb5fDHpn3T7MwmkQ2oQw	4
gXjN7G0bOqXbJLRpMiIXQ	4
8UV5eGcnzPvJTYM9b4cMaw	4
fqsG6Yp9maePqeBtRoGtZA	2
FihpOWIzsUc9yD1PkvUsxw	4
P6bwk8zrbnXckSaO4OgA	2
YI5lX8fGTEPXHtKqGXcy0Q	4
FT9FSl4WH4wb8XMj9Mtbrw	4
8aG4DQARAq5cU1yoRUHJ5A	4
Od3gR8RRZlETmIEqverbNg	2
yHFNUljefiEWEC6eqfieQ	4
2Gb6HmuUAgweghd3JiCLLQ	2
vFpIsfmfFHr9RzzkMyuXww	2
oH9O1faDSltKD4lCbuUQtg	2
2DVb6AO8bRrjhbwOhnAUw	2
